日付,勘定科目,品目,金額
2024/6/30,会費（6313）,令和６年度唐津東商工会会費,24000
2024/6/30,会費（6313）,令和６年度唐津観光協会会費,20000
2024/6/30,会費（6313）,令和６年度佐賀県食品衛生協会会費,3000
2024/6/30,雑費(6231),コカ・コーラ振込手数料・・・6月18日分,660
2024/6/30,雑費(6231),JAバンクアンサーサービス手数料,1100
2024/6/30,雑費(6231),振込手数料（牛津かまぼこ）,440
2024/6/30,雑費(6231),振込手数料（東芝テック）・・・6月7日,440
2024/6/30,雑費(6231),振込手数料（東芝テック）・・・6月7日,440
2024/6/30,雑費(6231),振込手数料（東芝テック）・・・6月26日,440
2024/6/30,雑費(6231),振込手数料（ホシザキ）・・・6月7日,440
2024/6/30,雑費(6231),振込手数料(ミルン）,275
2024/6/30,雑費(6231),大原松露饅頭代登録間違い差額分,360
2024/6/30,雑費(6231),電子決済・クレジットカード手数料,54456
2024/6/30,雑費(6231),ＮＨＫ受信料,11241
2024/6/30,雑費(6231),振込手数料（食品衛生）,275
2024/6/30,雑収入（7118）,雇用保険料預り（５月分）,6382
2024/6/30,雑収入（7118）,電子マネークレジット誤登録分,5435
2024/7/31,商品売上高（4111）,野菜等,723165
2024/7/31,商品売上高（4111）,温泉たまご,87550
2024/7/31,商品売上高（4111）,あら塩・灘の塩（食塩）,2120
2024/7/31,商品売上高（4111）,オロナミンC（トライアル）,3080
2024/7/31,商品売上高（4111）,伊藤園お～いお茶・健康ミネラル麦茶ほか,171710
2024/7/31,商品売上高（4111）,黒糖・嬉野茶ドーナツ棒,8900
2024/7/31,商品売上高（4111）,白菜浅漬け・なす・きゅうりからし漬けの素,5680
2024/7/31,商品売上高（4111）,佐賀県産たまねぎスープ・海苔スープ・たまねぎチップ・佐賀牛ポテトチップ,58920
2024/7/31,商品売上高（4111）,天ぷら・ちくわほか,35900
2024/7/31,商品売上高（4111）,わさびドレッシング・こいくち醬油・カレーほか,25175
2024/7/31,商品売上高（4111）,いきさ屋（豆腐）,77255
2024/7/31,商品売上高（4111）,ミルン（ヨーグルト・チーズ・牛乳）,7200
2024/7/31,商品売上高（4111）,ソフトクリーム・コーン,1353400
2024/7/31,商品売上高（4111）,オルゴール（焼き芋・魚ほか）,339985
2024/7/31,商品売上高（4111）,牛乳・納豆ほか,25150
2024/7/31,商品売上高（4111）,サンレイみかん＆パインほか,34000
2024/7/31,商品売上高（4111）,らっきょう酢ほか,26010
2024/7/31,商品売上高（4111）,アサヒドライゼロ,2240
2024/7/31,商品売上高（4111）,甘酒・酒粕,14310
2024/7/31,商品売上高（4111）,マヨネーズ・ソースほか,10280
2024/7/31,商品売上高（4111）,野菜袋（アサヒ）,31110
2024/7/31,商品売上高（4111）,中島潔グッズ,3930
2024/7/31,商品売上高（4111）,クロネコヤマト宅急便,19230
2024/7/31,商品売上高（4111）,道の駅切符,1260
2024/7/31,商品売上高（4111）,連絡線記念指定券,1000
2024/7/31,商品売上高（4111）,道の駅スタンプブック,1440
2024/7/31,商品売上高（4111）,指定ごみ袋,60400
2024/7/31,商品売上高（4111）,粗大ごみ処理券,10450
2024/7/31,商品売上高（4111）,チオビタ（トライアル）,5800
2024/7/31,商品売上高（4111）,ソフトクリーム用スプーン,440
2024/7/31,商品売上高（4111）,ローソク・線香・マッチ・のし袋・紙コップ類,330
2024/7/31,商品売上高（4111）,アルミ保温保冷バッグ,1280
2024/7/31,商品売上高（4111）,レジ袋,11910
2024/7/31,商品売上高（4111）,ビールほか,75685
2024/7/31,商品売上高（4111）,万齢ほか,102390
2024/7/31,商品売上高（4111）,紙管なしロールダブルほか,6290
2024/7/31,商品売上高（4111）,ボタン電池（ミゾカミ）,280
2024/7/31,商品売上高（4111）,たばこ,109200
2024/7/31,商品売上高（4111）,ライター・オニヤンマくん,2760
2024/7/31,商品売上高（4111）,HB-101,5490
2024/7/31,手数料収入（4112）,風のふるさと館委託販売手数料,2068598
2024/7/31,その他の収入（4114）,バーコードラベル代金,25884
2024/7/31,その他の収入（4114）,コカ・コーラ自販機手数料,82165
2024/7/31,その他の収入（4114）,アルミ缶売却料,3500
2024/7/31,その他の収入（4114）,テナント使用料,45250
2024/7/31,その他の収入（4114）,テナント電気料,33335
2024/7/31,その他の収入（4114）,団子店頭販売賃借料・・・7月8日,6000
2024/7/31,その他の収入（4114）,多肉植物店頭販売賃借料・・・7月29日,6000
2024/7/31,その他の収入（4114）,水難救済会自販機手数料,36000
2024/7/31,商品仕入高（5211）,野菜・・・辻青果,438992
2024/7/31,商品仕入高（5211）,たまご,42120
2024/7/31,商品仕入高（5211）,オロナミンC（トライアル）・・・7月22日,5313
2024/7/31,商品仕入高（5211）,伊藤園お茶ほか・・・7月8日,25162
2024/7/31,商品仕入高（5211）,伊藤園お茶ほか・・・7月16日,36106
2024/7/31,商品仕入高（5211）,伊藤園お茶ほか・・・7月22日,16692
2024/7/31,商品仕入高（5211）,伊藤園お茶ほか・・・7月29日,25038
2024/7/31,商品仕入高（5211）,佐賀牛ポテトチップほか・・・7月8日,38199
2024/7/31,商品仕入高（5211）,佐賀県産海苔スープほか・・・7月22日,19656
2024/7/31,商品仕入高（5211）,黒糖ドーナツ棒,17668
2024/7/31,商品仕入高（5211）,天ぷら・ちくわほか,34404
2024/7/31,商品仕入高（5211）,唐津くんちカレーほか・・・7月19日,19084
2024/7/31,商品仕入高（5211）,ジャージーミックスほか,834084
2024/7/31,商品仕入高（5211）,ミルン牛乳・ヨーグルトほか,5788
2024/7/31,商品仕入高（5211）,焼き芋・魚,542426
2024/7/31,商品仕入高（5211）,いきさ屋豆腐,70297
2024/7/31,商品仕入高（5211）,ドリンク（ジェイエイビバレッジ）,23134
2024/7/31,商品仕入高（5211）,納豆ほか・・・7月8日,3260
2024/7/31,商品仕入高（5211）,納豆ほか・・・7月12日,2990
2024/7/31,商品仕入高（5211）,納豆ほか・・・7月26日,5693
2024/7/31,商品仕入高（5211）,納豆ほか・・・7月29日,3310
2024/7/31,商品仕入高（5211）,納豆ほか・・・8月2日,5463
2024/7/31,商品仕入高（5211）,もやしほか・・・7月8日,1988
2024/7/31,商品仕入高（5211）,もやしほか・・・7月12日,2152
2024/7/31,商品仕入高（5211）,もやしほか・・・7月16日,2120
2024/7/31,商品仕入高（5211）,もやしほか・・・7月16日,5313
2024/7/31,商品仕入高（5211）,もやしほか・・・7月29日,421
2024/7/31,商品仕入高（5211）,いんげん・・・7月16日,210
2024/7/31,商品仕入高（5211）,天ぷらほか・・・7月19日,1744
2024/7/31,商品仕入高（5211）,甘酒・・・小松酒造,15228
2024/7/31,商品仕入高（5211）,うまかっちゃんほか・・・ミゾカミ,13998
2024/7/31,商品仕入高（5211）,だし入り醬油ほか,5052
2024/7/31,商品仕入高（5211）,らっきょう酢ほか,14593
2024/7/31,商品仕入高（5211）,こめ油,4560
2024/7/31,商品仕入高（5211）,野菜等袋代・・・アサヒ,35090
2024/7/31,商品仕入高（5211）,クロネコヤマト宅急便他運賃料,19943
2024/7/31,商品仕入高（5211）,ソフトクリーム用スプーン,9570
2024/7/31,商品仕入高（5211）,万齢ほか・・・小松酒造,56025
2024/7/31,商品仕入高（5211）,ビールほか・・・七田酒類販売,70233
2024/7/31,商品仕入高（5211）,たばこ・・・ヴァリィベア・・・7月19日,22329
2024/7/31,商品仕入高（5211）,たばこ・・・ヴァリィベア・・・7月26日,13910
2024/7/31,商品仕入高（5211）,たばこ・・・ヴァリィベア・・・8月2日,20622
2024/7/31,商品仕入高（5211）,たばこ・・・ヴァリィベア・・・8月9日,23202
2024/7/31,商品仕入高（5211）,指定ごみ袋,76500
2024/7/31,商品仕入高（5211）,アルミ保温保冷バッグ,880
2024/7/31,商品仕入高（5211）,チオビタドリンク・・・7月22日,2796
2024/7/31,商品仕入高（5211）,ティッシュ,5280
2024/7/31,販売員給与（6111）,パート（９名）,1014775
2024/7/31,容器包装費（6114）,タイミーパック代,49500
2024/7/31,事業費（6116T）,海の日イベント用木炭代,987
2024/7/31,事業費（6116T）,海の日イベント用上白糖ほか代,1620
2024/7/31,事業費（6116T）,海の日プレゼントとうもろこし代,10000
2024/7/31,事業費（6116T）,海の日イベント用火鋏代,536
2024/7/31,事業費（6116T）,海の日プレゼントとうもろこし代,1000
2024/7/31,役員報酬（6211）,役員給与（１名）,250000
2024/7/31,役員報酬（6211）,役員賞与（１名）,250000
2024/7/31,役員報酬（6211）,役員報酬（４名）,280000
2024/7/31,従業員給与（6212）,従業員給与（１名）,221820
2024/7/31,従業員賞与（6213）,従業員賞与（１名）,160000
2024/7/31,販売員賞与（6213）,パート賞与（９名）,610000
2024/7/31,法定福利費（6312）,唐津社会保険事務所社会保険料,158824
2024/7/31,法定福利費（6312）,労働・労災保険料,249850
2024/7/31,事務用消耗品費（6217）,電子複写機コピー代,6226
2024/7/31,事務用消耗品費（6217）,A4ファイル代,602
2024/7/31,通信交通費（6218）,ＮＴＴファイナンス通話料,11092
2024/7/31,水道光熱費（6219）,電気料金,315219
2024/7/31,接待交際費（6223）,役員草刈り作業お茶ほか代,2400
2024/7/31,接待交際費（6223）,役員会議食事代,16300
2024/7/31,接待交際費（6223）,佐賀県道の駅駅長会意見交換会会費,6000
2024/7/31,接待交際費（6223）,生産者意見交換会お茶代,1650
2024/7/31,備品・消耗品費（6225）,トイレットペーパー代・・・7月5日,7920
2024/7/31,備品・消耗品費（6225）,トイレットペーパー代・・・7月8日,7920
2024/7/31,備品・消耗品費（6225）,トイレットペーパー代・・・7月16日,7920
2024/7/31,備品・消耗品費（6225）,トイレットペーパー代・・・7月29日,7920
2024/7/31,備品・消耗品費（6225）,温泉蒸したまご用袋代,13420
2024/7/31,備品・消耗品費（6225）,工具代,6490
2024/7/31,備品・消耗品費（6225）,アースジェットほか代,4658
2024/7/31,備品・消耗品費（6225）,ペーパータオル代,4035
2024/7/31,備品・消耗品費（6225）,温泉水用水缶代,1960
2024/7/31,備品・消耗品費（6225）,ソフト用アルコール代,10890
2024/7/31,備品・消耗品費（6225）,のぼり旗ほか,34260
2024/7/31,運営管理諸費（6227A）,東芝テックポスレジシステムリース料,87120
2024/7/31,運営管理諸費（6227A）,くすもと税理士事務所顧問報酬,55000
2024/7/31,運営管理諸費（6227A）,プリンターリース料,10632
2024/7/31,施設管理諸費（6227B）,中央警備保障機械警備料,37400
2024/7/31,施設管理諸費（6227B）,クリーン・リース代,4246
2024/7/31,施設管理諸費（6227B）,塵芥収集運搬料,60500
2024/7/31,施設管理諸費（6227B）,自動ドア装置保守点検業務,13200
2024/7/31,施設管理諸費（6227B）,フジ剪定枝処理業務,15900
2024/7/31,車両費（6228）,ガソリン代・・・相知基幹SS・・・7月5日,3000
2024/7/31,車両費（6228）,ガソリン代・・・谷口石油・・・7月12日,3000
2024/7/31,車両費（6228）,ガソリン代・・・谷口石油・・・7月16日,3000
2024/7/31,車両費（6228）,ガソリン代・・・相知基幹SS・・・7月22日,3000
2024/7/31,車両費（6228）,ガソリン代・・・唐津農協厳木SS・・・7月26日,3000
2024/7/31,車両費（6228）,ガソリン代・・・唐津農協厳木SS・・・7月29日,3000
2024/7/31,リース料（6234）,ソフトサーバーリース代(規定損害金),6200
2024/7/31,リース料（6234）,ソフトサーバーリース代(新サーバー),28600
2024/7/31,リース料（6234）,冷蔵ショーケースリース代（２カ月分）,51920
2024/7/31,雑費(6231),コカ・コーラ振込手数料・・・7月18日分,660
2024/7/31,雑費(6231),JAバンクアンサーサービス手数料,1100
2024/7/31,雑費(6231),佐賀富士ベンディング振込手数料,660
2024/7/31,雑費(6231),振込手数料（牛津かまぼこ）,275
2024/7/31,雑費(6231),振込手数料(ミルン）,275
2024/7/31,雑費(6231),電子決済・クレジットカード手数料,48276
2024/7/31,雑費(6231),JA会議室使用料,2200
2024/7/31,雑収入（7118）,雇用保険料預り（6月分）,6201
2024/7/31,雑収入（7118）,雇用保険料預り（賞与分）,4350
2024/8/31,商品売上高（4111）,野菜等,669880
2024/8/31,商品売上高（4111）,温泉たまご,85930
2024/8/31,商品売上高（4111）,あら塩・灘の塩（食塩）,4170
2024/8/31,商品売上高（4111）,オロナミンC（トライアル）,5390
2024/8/31,商品売上高（4111）,伊藤園お～いお茶・健康ミネラル麦茶ほか,215300
2024/8/31,商品売上高（4111）,黒糖・嬉野茶ドーナツ棒,7880
2024/8/31,商品売上高（4111）,白菜浅漬け・なす・きゅうりからし漬けの素,3610
2024/8/31,商品売上高（4111）,佐賀県産たまねぎスープ・海苔スープ・たまねぎチップ・佐賀牛ポテトチップ,110390
2024/8/31,商品売上高（4111）,天ぷら・ちくわほか,29280
2024/8/31,商品売上高（4111）,わさびドレッシング・こいくち醬油・カレーほか,29535
2024/8/31,商品売上高（4111）,いきさ屋（豆腐）,84805
2024/8/31,商品売上高（4111）,ミルン（ヨーグルト・チーズ・牛乳）,9565
2024/8/31,商品売上高（4111）,ソフトクリーム・コーン,1927060
2024/8/31,商品売上高（4111）,オルゴール（焼き芋・魚ほか）,619005
2024/8/31,商品売上高（4111）,牛乳・納豆ほか,16705
2024/8/31,商品売上高（4111）,サンレイみかん＆パインほか,37500
2024/8/31,商品売上高（4111）,らっきょう酢ほか,20130
2024/8/31,商品売上高（4111）,アサヒドライゼロ,2240
2024/8/31,商品売上高（4111）,甘酒・酒粕,42930
2024/8/31,商品売上高（4111）,マヨネーズ・ソースほか,20620
2024/8/31,商品売上高（4111）,野菜袋（アサヒ）,28040
2024/8/31,商品売上高（4111）,中島潔グッズ,7490
2024/8/31,商品売上高（4111）,クロネコヤマト宅急便,22605
2024/8/31,商品売上高（4111）,宅配料コレクト,5430
2024/8/31,商品売上高（4111）,道の駅切符,3780
2024/8/31,商品売上高（4111）,連絡線記念指定券,3000
2024/8/31,商品売上高（4111）,道の駅スタンプブック,4320
2024/8/31,商品売上高（4111）,指定ごみ袋,68100
2024/8/31,商品売上高（4111）,粗大ごみ処理券,3650
2024/8/31,商品売上高（4111）,チオビタ（トライアル）,4600
2024/8/31,商品売上高（4111）,ソフトクリーム用スプーン,1730
2024/8/31,商品売上高（4111）,ローソク・線香・マッチ・のし袋・紙コップ類,340
2024/8/31,商品売上高（4111）,アルミ保温保冷バッグ,320
2024/8/31,商品売上高（4111）,レジ袋,14765
2024/8/31,商品売上高（4111）,ビールほか,71795
2024/8/31,商品売上高（4111）,万齢ほか,79310
2024/8/31,商品売上高（4111）,紙管なしロールダブルほか,2750
2024/8/31,商品売上高（4111）,たばこ,162140
2024/8/31,商品売上高（4111）,ライター・オニヤンマくん,3760
2024/8/31,商品売上高（4111）,段ボール,140
2024/8/31,商品売上高（4111）,HB-101,4230
2024/8/31,手数料収入（4112）,風のふるさと館委託販売手数料,2803042
2024/8/31,その他の収入（4114）,バーコードラベル代金,32189
2024/8/31,その他の収入（4114）,コカ・コーラ自販機手数料,65138
2024/8/31,その他の収入（4114）,テナント使用料,45250
2024/8/31,その他の収入（4114）,テナント電気料,50172
2024/8/31,その他の収入（4114）,テナント水道料,48640
2024/8/31,その他の収入（4114）,テナント給水コック修理半額負担,11605
2024/8/31,その他の収入（4114）,やきいもキッチンカー出店料,2000
2024/8/31,その他の収入（4114）,団子店頭販売賃借料・・・8月16日,9000
2024/8/31,その他の収入（4114）,カーワックス出店料・・・8月16日,3000
2024/8/31,その他の収入（4114）,カーワックス出店料・・・8月23日,9000
2024/8/31,その他の収入（4114）,佐世保バーガー出店料,27000
2024/8/31,商品仕入高（5211）,野菜・・・辻青果,509562
2024/8/31,商品仕入高（5211）,たまご,42120
2024/8/31,商品仕入高（5211）,九州あら塩 ・・・九州ソルト佐賀支店,2419
2024/8/31,商品仕入高（5211）,オロナミンC（トライアル）・・・8月23日,4240
2024/8/31,商品仕入高（5211）,伊藤園お茶ほか・・・8月5日,31305
2024/8/31,商品仕入高（5211）,伊藤園お茶ほか・・・8月9日,62155
2024/8/31,商品仕入高（5211）,伊藤園お茶ほか・・・8月19日,43182
2024/8/31,商品仕入高（5211）,伊藤園お茶ほか・・・8月26日,45023
2024/8/31,商品仕入高（5211）,伊藤園お茶ほか・・・8月30日,7338
2024/8/31,商品仕入高（5211）,佐賀牛ポテトチップほか・・・8月13日,48384
2024/8/31,商品仕入高（5211）,佐賀牛ポテトチップほか・・・8月30日,61614
2024/8/31,商品仕入高（5211）,黒糖ドーナツ棒,8272
2024/8/31,商品仕入高（5211）,天ぷら・ちくわほか,27186
2024/8/31,商品仕入高（5211）,唐津くんちカレーほか・・・8月23日,15001
2024/8/31,商品仕入高（5211）,ジャージーミックスほか,1118685
2024/8/31,商品仕入高（5211）,ミルン牛乳・ヨーグルトほか,10800
2024/8/31,商品仕入高（5211）,焼き芋・魚,634478
2024/8/31,商品仕入高（5211）,いきさ屋豆腐,64490
2024/8/31,商品仕入高（5211）,ドリンク（ジェイエイビバレッジ）,31363
2024/8/31,商品仕入高（5211）,納豆ほか・・・8月5日,1965
2024/8/31,商品仕入高（5211）,納豆ほか・・・8月9日,6136
2024/8/31,商品仕入高（5211）,納豆ほか・・・8月16日,2158
2024/8/31,商品仕入高（5211）,納豆ほか・・・8月23日,4148
2024/8/31,商品仕入高（5211）,納豆ほか・・・8月30日,4990
2024/8/31,商品仕入高（5211）,もやしほか・・・8月9日,1954
2024/8/31,商品仕入高（5211）,もやしほか・・・8月19日,673
2024/8/31,商品仕入高（5211）,もやしほか・・・8月30日,1717
2024/8/31,商品仕入高（5211）,牛乳ほか・・・8月26日,1075
2024/8/31,商品仕入高（5211）,いんげん・・・8月16日,923
2024/8/31,商品仕入高（5211）,甘酒・・・小松酒造,28058
2024/8/31,商品仕入高（5211）,うまかっちゃんほか・・・ミゾカミ,16099
2024/8/31,商品仕入高（5211）,アサヒドライゼロ・・・七田酒類販売,3058
2024/8/31,商品仕入高（5211）,三温糖,6640
2024/8/31,商品仕入高（5211）,りんご酢ほか,25530
2024/8/31,商品仕入高（5211）,クロネコヤマト宅急便他運賃料,20185
2024/8/31,商品仕入高（5211）,ヤマト運輸振込手数料,400
2024/8/31,商品仕入高（5211）,万齢ほか・・・小松酒造,65295
2024/8/31,商品仕入高（5211）,ビールほか・・・七田酒類販売,63356
2024/8/31,商品仕入高（5211）,たばこ・・・ヴァリィベア・・・8月13日,21117
2024/8/31,商品仕入高（5211）,たばこ・・・ヴァリィベア・・・8月30日,32175
2024/8/31,商品仕入高（5211）,たばこ・・・ヴァリィベア・・・9月6日,65203
2024/8/31,商品仕入高（5211）,指定ごみ袋,61200
2024/8/31,商品仕入高（5211）,粗大ごみ処理券,8500
2024/8/31,商品仕入高（5211）,バーコードラベル代,132000
2024/8/31,商品仕入高（5211）,アルミ保温保冷バッグ,1320
2024/8/31,商品仕入高（5211）,チオビタドリンク・・・8月5日,1396
2024/8/31,商品仕入高（5211）,チオビタドリンク・・・8月23日,3490
2024/8/31,販売員給与（6111）,パート（９名）,983248
2024/8/31,広告宣伝費（6113）,厳木納涼花火大会協賛金,5000
2024/8/31,広告宣伝費（6113）,厳木夏まつり協賛お菓子代,650
2024/8/31,広告宣伝費（6113）,厳木夏まつり協賛お菓子代,676
2024/8/31,広告宣伝費（6113）,厳木夏まつり協賛お菓子代,511
2024/8/31,容器包装費（6114）,レジ袋代,94902
2024/8/31,役員報酬（6211）,役員給与（１名）,250000
2024/8/31,従業員給与（6212）,従業員給与（１名）,218782
2024/8/31,法定福利費（6312）,唐津社会保険事務所社会保険料,158824
2024/8/31,修繕費（6216）,雨漏り修繕費,22000
2024/8/31,修繕費（6216）,テナント給水コック修理代,23210
2024/8/31,事務用消耗品費（6217）,電子複写機コピー代,4476
2024/8/31,事務用消耗品費（6217）,名刺台紙代,440
2024/8/31,事務用消耗品費（6217）,シュレッダーほか代,40158
2024/8/31,通信交通費（6218）,ＮＴＴファイナンス通話料,11462
2024/8/31,通信交通費（6218）,インターネットプロバイダー料,22000
2024/8/31,水道光熱費（6219）,電気料金,414827
2024/8/31,水道光熱費（6219）,水道料金,71427
2024/8/31,租税公課費（6221）,収入印紙代,2000
2024/8/31,備品・消耗品費（6225）,トイレットペーパー代・・・8月23日,7920
2024/8/31,備品・消耗品費（6225）,トイレットペーパー代・・・8月30日,7920
2024/8/31,備品・消耗品費（6225）,掛時計代,2480
2024/8/31,備品・消耗品費（6225）,ポリエチレン手袋代,1100
2024/8/31,備品・消耗品費（6225）,割り箸代,792
2024/8/31,備品・消耗品費（6225）,ペーパータオル代,4335
2024/8/31,備品・消耗品費（6225）,名札ほか代,330
2024/8/31,備品・消耗品費（6225）,アースジェットほか代,3110
2024/8/31,備品・消耗品費（6225）,レジロール紙代,19360
2024/8/31,備品・消耗品費（6225）,消毒液代,8521
2024/8/31,運営管理諸費（6227A）,東芝テックポスレジシステムリース料,87120
2024/8/31,運営管理諸費（6227A）,くすもと税理士事務所顧問報酬,55000
2024/8/31,運営管理諸費（6227A）,アドバイザリー契約料,330000
2024/8/31,施設管理諸費（6227B）,中央警備保障機械警備料,37400
2024/8/31,施設管理諸費（6227B）,クリーン・リース代,3740
2024/8/31,施設管理諸費（6227B）,塵芥収集運搬料,60500
2024/8/31,施設管理諸費（6227B）,衛生害虫駆除業務,10395
2024/8/31,施設管理諸費（6227B）,店内CM助っ人くん導入費用他,82500
2024/8/31,施設管理諸費（6227B）,フジ剪定枝処理業務,15900
2024/8/31,施設管理諸費（6227B）,消防設備保守点検業務,23100
2024/8/31,車両費（6228）,ガソリン代・・・唐津農協厳木SS・・・8月2日,3500
2024/8/31,車両費（6228）,ガソリン代・・・唐津農協厳木SS・・・8月9日,3000
2024/8/31,車両費（6228）,ガソリン代・・・江頭火薬石油・・・8月16日,3000
2024/8/31,車両費（6228）,ガソリン代・・・唐津農協厳木SS・・・8月16日,3000
2024/8/31,車両費（6228）,ガソリン代・・・唐津農協厳木SS・・・8月23日,4000
2024/8/31,車両費（6228）,ガソリン代・・・唐津農協相知基幹SS・・・8月30日,3928
2024/8/31,リース料（6234）,ソフトサーバーリース代(規定損害金),6200
2024/8/31,リース料（6234）,ソフトサーバーリース代(新サーバー),28600
2024/8/31,リース料（6234）,冷蔵ショーケースリース代,25960
2024/8/31,雑費(6231),コカ・コーラ振込手数料・・・8月18日分,660
2024/8/31,雑費(6231),JAバンクアンサーサービス手数料,1100
2024/8/31,雑費(6231),振込手数料（牛津かまぼこ）,440
2024/8/31,雑費(6231),振込手数料(ミルン）,275
2024/8/31,雑費(6231),振込手数料(七田酒類販売）,440
2024/8/31,雑費(6231),電子決済・クレジットカード手数料,78932
2024/8/31,雑費(6231),食品衛生責任者講習会受講料,1100
2024/8/31,雑費(6231),納税証明書交付手数料,350
2024/8/31,雑費(6231),納税証明書交付手数料,300
2024/8/31,雑費(6231),納税証明書交付手数料,400
2024/8/31,雑費(6231),履歴事項全部証明書,600
2024/8/31,受取利息割引料,預金利息・・・風のふるさと館,734
2024/8/31,受取利息割引料,預金利息・・・日々売上,688
2024/8/31,受取利息割引料,預金利息・・・釣銭両替,8
2024/8/31,雑収入（7118）,雇用保険料預り（7月分）,6370
2024/9/30,商品売上高（4111）,野菜等,811180
2024/9/30,商品売上高（4111）,温泉たまご,92210
2024/9/30,商品売上高（4111）,あら塩・灘の塩（食塩）,2480
2024/9/30,商品売上高（4111）,オロナミンC（トライアル）,3850
2024/9/30,商品売上高（4111）,伊藤園お～いお茶・健康ミネラル麦茶ほか,186700
2024/9/30,商品売上高（4111）,黒糖・嬉野茶ドーナツ棒,1410
2024/9/30,商品売上高（4111）,白菜浅漬け・なす・きゅうりからし漬けの素,1130
2024/9/30,商品売上高（4111）,佐賀県産たまねぎスープ・海苔スープ・たまねぎチップ・佐賀牛ポテトチップ,73110
2024/9/30,商品売上高（4111）,天ぷら・ちくわほか,41320
2024/9/30,商品売上高（4111）,わさびドレッシング・こいくち醬油・カレーほか,27655
2024/9/30,商品売上高（4111）,いきさ屋（豆腐）,79170
2024/9/30,商品売上高（4111）,ミルン（ヨーグルト・チーズ・牛乳）,13480
2024/9/30,商品売上高（4111）,ソフトクリーム・コーン,1480200
2024/9/30,商品売上高（4111）,オルゴール（焼き芋・魚ほか）,617890
2024/9/30,商品売上高（4111）,牛乳・納豆ほか,16345
2024/9/30,商品売上高（4111）,サンレイみかん＆パインほか,36010
2024/9/30,商品売上高（4111）,らっきょう酢ほか,35740
2024/9/30,商品売上高（4111）,アサヒドライゼロ,5280
2024/9/30,商品売上高（4111）,小松酒造（甘酒・酒粕）,24570
2024/9/30,商品売上高（4111）,マヨネーズ・ソースほか,36465
2024/9/30,商品売上高（4111）,野菜袋（アサヒ）,40205
2024/9/30,商品売上高（4111）,中島潔グッズ,3850
2024/9/30,商品売上高（4111）,クロネコヤマト宅急便,7215
2024/9/30,商品売上高（4111）,宅配料コレクト,3070
2024/9/30,商品売上高（4111）,道の駅切符,2160
2024/9/30,商品売上高（4111）,連絡線記念指定券,2200
2024/9/30,商品売上高（4111）,道の駅スタンプブック,6120
2024/9/30,商品売上高（4111）,指定ごみ袋,66500
2024/9/30,商品売上高（4111）,粗大ごみ処理券,6700
2024/9/30,商品売上高（4111）,チオビタ（トライアル）,5400
2024/9/30,商品売上高（4111）,ソフトクリーム用スプーン,930
2024/9/30,商品売上高（4111）,ローソク・線香・マッチ・のし袋・紙コップ類,205
2024/9/30,商品売上高（4111）,アルミ保温保冷バッグ,1760
2024/9/30,商品売上高（4111）,レジ袋,13255
2024/9/30,商品売上高（4111）,ビールほか,76510
2024/9/30,商品売上高（4111）,小松酒造（万齢ほか）,96260
2024/9/30,商品売上高（4111）,紙管なしロールダブルほか,1610
2024/9/30,商品売上高（4111）,たばこ,203290
2024/9/30,商品売上高（4111）,ライター・オニヤンマくん,1000
2024/9/30,商品売上高（4111）,段ボール,80
2024/9/30,商品売上高（4111）,団子花,32830
2024/9/30,商品売上高（4111）,HB-101,8860
2024/9/30,手数料収入（4112）,風のふるさと館委託販売手数料,2610833
2024/9/30,その他の収入（4114）,バーコードラベル代金,31167
2024/9/30,その他の収入（4114）,コカ・コーラ自販機手数料,101361
2024/9/30,その他の収入（4114）,アルミ缶売却料,6000
2024/9/30,その他の収入（4114）,佐賀富士ベンディング自販機手数料,189749
2024/9/30,その他の収入（4114）,テナント使用料,45250
2024/9/30,その他の収入（4114）,テナント電気料,76203
2024/9/30,その他の収入（4114）,やきいもキッチンカーほか出店料,5000
2024/9/30,その他の収入（4114）,団子店頭販売賃借料・・・9月2日,6000
2024/9/30,その他の収入（4114）,団子店頭販売賃借料・・・9月17日,12000
2024/9/30,その他の収入（4114）,佐世保バーガー出店料,9000
2024/9/30,商品仕入高（5211）,野菜・・・辻青果,614339
2024/9/30,商品仕入高（5211）,たまご,37908
2024/9/30,商品仕入高（5211）,オロナミンC（トライアル）・・・9月24日,2397
2024/9/30,商品仕入高（5211）,伊藤園お茶ほか・・・9月6日,24520
2024/9/30,商品仕入高（5211）,伊藤園お茶ほか・・・9月17日,23063
2024/9/30,商品仕入高（5211）,伊藤園お茶ほか・・・9月24日,48418
2024/9/30,商品仕入高（5211）,伊藤園お茶ほか・・・9月30日,45152
2024/9/30,商品仕入高（5211）,たまねぎポテトチップほか・・・9月17日,23247
2024/9/30,商品仕入高（5211）,からし漬けの素・・・9月20日,7776
2024/9/30,商品仕入高（5211）,天ぷら・ちくわほか,44352
2024/9/30,商品仕入高（5211）,ポン酢・・・9月9日,3603
2024/9/30,商品仕入高（5211）,唐津くんちカレーほか・・・9月27日,15379
2024/9/30,商品仕入高（5211）,ジャージーミックスほか,989604
2024/9/30,商品仕入高（5211）,焼き芋・魚,489796
2024/9/30,商品仕入高（5211）,いきさ屋豆腐,75068
2024/9/30,商品仕入高（5211）,ドリンク（ジェイエイビバレッジ）,39398
2024/9/30,商品仕入高（5211）,納豆ほか・・・9月6日,3352
